Title,Article,Author,Date,Url
"CLAIM: Governor Seyi Makinde Campaigns for Presidential Candidate, Bola Ahmed Tinubu","Listen to this articlePost navigationCLAIM: You can vote without PVC, just upload your details on INEC website and print  CLAIM: EFCC Storms Bola Ahmed Tinubu’s Polling Unit",Olakunle,25/02/2023,https://newsverifierafrica.com/claim-governor-seyi-makinde-campaigns-for-presidential-candidate-bola-ahmed-tinubu/
"CLAIM: You can vote without PVC, just upload your details on INEC website and print","Listen to this articlePost navigationCLAIM: Former President Obasanjo Intercepted 1 million Chadians from entering Nigeria  CLAIM: Governor Seyi Makinde Campaigns for Presidential Candidate, Bola Ahmed Tinubu",Olakunle,25/02/2023,https://newsverifierafrica.com/claim-you-can-vote-without-pvc-just-upload-your-details-on-inec-website-and-print-2/
CLAIM: Former President Obasanjo Intercepted 1 million Chadians from entering Nigeria,"Listen to this articlePost navigationCLAIM: Former President Obasanjo Intercepted 1 million Chadians from entering Nigeria  CLAIM: You can vote without PVC, just upload your details on INEC website and print",Olakunle,25/02/2023,https://newsverifierafrica.com/claim-former-president-obasanjo-intercepted-1-million-chadians-from-entering-nigeria-2/
CLAIM: Former President Obasanjo Intercepted 1 million Chadians from entering Nigeria,"Listen to this articleCharles Oputa, also known as Charly Boy claimed that former President Olusegun Obasanjo had intercepted 1 million Chadians from entering Nigeria to Kaduna to vote. Oputa said that the Chadians had permanent voters card (PVC).The popular song writer shared the post on his Instagram handle to 192,000 followers with these pictures.VERIFICATIONFrom the pictures posted with the Instagram post, none of the trucks seems to have the capacity to convey 10,000 individuals.Google reverse image search showed that one of the image shared with the post is old. The picture has been online far back as 2020.Kaduna’s police command spokesperson, Mohammad Jalige, also said said it was false as the police would have released an official statement if such ever happened.VERDICTThe claim is FALSE, President Olusegun Obasanjo did not intercept 1 million Chadians from entering Nigeria.Post navigationCLAIM: You can vote without PVC, just upload your details on INEC website and print  CLAIM: Former President Obasanjo Intercepted 1 million Chadians from entering Nigeria",Olakunle,25/02/2023,https://newsverifierafrica.com/claim-former-president-obasanjo-intercepted-1-million-chadians-from-entering-nigeria/
"CLAIM: You can vote without PVC, just upload your details on INEC website and print","Listen to this articleThere is a viral screenshot claiming that people can vote without their PVC and detailing the steps went viral on WhatsApp. It was also shared on Facebook and Twitter.VERIFICATIONRotimi Oyekanmi, INEC spokesperson, has said the message is false and asked Nigerians to disregard it.“The message is not from INEC. It is fake. To be sure, our policy of no PVC, no voting remains,” he said.VERDICTThe viral claim is FALSE, as INEC maintains a policy of no PVC, no vote.Post navigationCLAIM: Nigeria’s Senators Just Voted against Laws Requesting More Women with Political and Social Power.  CLAIM: Former President Obasanjo Intercepted 1 million Chadians from entering Nigeria",Olakunle,25/02/2023,https://newsverifierafrica.com/claim-you-can-vote-without-pvc-just-upload-your-details-on-inec-website-and-print/
CLAIM: Nigeria’s Senators Just Voted against Laws Requesting More Women with Political and Social Power.,"Listen to this articleAdeyemi OkediranOn Wednesday, February 15, 2023, a Twitter user with a pseudo name “Nigerian Woman” (https://twitter.com/nnekacriss) said that Nigerian senators just voted against laws requesting more women with political and social power.The user made this post while responding to another tweet. Her response reads in full, “Thanks for speaking facts. Nigerian senators just voted against laws requesting more women with political and social power. These girls do this money runs because that’s all they are told they need to do to live a good life. Also, men play into it. Men encourage this behaviour.)POTENTIAL IMPACT OF THE CLAIMThe claim that Nigerian senators just voted against laws requesting more women with political and social power has the potential to impact the ongoing conversation around gender equality and women’s empowerment in Nigeria. Also, it could send a negative message to women and girls in Nigeria about their value and the importance of their participation in political and social life. At press time, the tweet had generated 3,556 views, 6 comments, 2 retweets, and 5 likes.VERIFICATIONA web search revealed that the National Assembly recently voted against the two bills that sought to alter sections 48, 49, 71,77,91, and 117 of the 1999 Constitution as amended, by creating one additional senatorial seat and two federal constituencies in each state and FCT for women.‘Bill for an Act to Alter the Provisions of the Constitution of the Federal Republic of Nigeria, 1999 to Provide for Special Seat for Women in the National and State Houses of Assembly; and for Related Matters’ would have created 111 extra seats for women at the National Assembly. On its part, the affirmative action bill provided for at least 35 percent position for women in political partiesBoth bills got an abysmal number of votes during the clause-by-clause consideration during the constitution amendment at both chambers of the country’s legislature..During the voting process at the Senate, 30 senators voted for the creation of special seats and 58 voted against it. At the House of Representatives, 81 voted for the bill, while overwhelming 208 lawmakers voted against it. For affirmative action, 34 senators voted for and 53 voted against. The bills did not get the required number of votes to be passed.CONCLUSIONThe claim that Nigerian senators recently voted against laws requesting more women with political and social power is  mostly true. While it is true that the Nigerian Senate rejected bills that sought to increase the participation of women in politics, it cannot be ascertained what constitutes social power. Nonetheless, the rejection of the bill has been widely viewed as a setback for gender equality in Nigeria.Post navigationHas Every Candidate Ever endorsed by Ex-President Olusegun Obasanjo Won the Presidential Election?  CLAIM: You can vote without PVC, just upload your details on INEC website and print",Zainab,21/02/2023,https://newsverifierafrica.com/claim-nigerias-senators-just-voted-against-laws-requesting-more-women-with-political-and-social-power/
Has Every Candidate Ever endorsed by Ex-President Olusegun Obasanjo Won the Presidential Election?,"Listen to this articleKudi, Sign Language Fact-Checker.Post navigationCLAIM: Central Bank of Nigeria (CBN) Governor has ordered the shutdown of OPAY, KUDA, and PALMPAY offices in Nigeria.  CLAIM: Nigeria’s Senators Just Voted against Laws Requesting More Women with Political and Social Power.",Zainab,19/02/2023,https://newsverifierafrica.com/has-every-candidate-ever-endorsed-by-ex-president-olusegun-obasanjo-won-the-presidential-election/
"CLAIM: Central Bank of Nigeria (CBN) Governor has ordered the shutdown of OPAY, KUDA, and PALMPAY offices in Nigeria.","Listen to this article  Adeyemi OkediranOn Thursday, February 16, 2023, a Twitter user with the name Olamide (https://twitter.com/DymanFocus/) tweeted that the CBN governor has ordered the shutdown of OPAY, KUDA and PALMPay offices in Nigeria with immediate effect starting from 16th February 2023.The full text read thus, “CBN Governor has ordered the shutdown of OPAY, KUDA AND PALMPAY offices in Nigeria with immediate effect starting from 16th February 2023. signed: Governor Emefiele CBN Governor #Opay #Caramel #olamide New Rema”https://twitter.com/DymanFocus/The Tweet has generated 43 comments, 10 retweets and quote retweet, and 47 reactions. POTENTIAL IMPACT OF THE CLAIMThe potential impact of the Central Bank of Nigeria (CBN) Governor’s order to shutdown OPay, Kuda, and PalmPay offices in Nigeria could be significant for Nigerians.Firstly, these three companies are major players in the country’s fintech sector, and provide services such as mobile payments, loans, and other financial services to millions of Nigerians. A shutdown could potentially cause panic among users, eventually leading to inconvenience and financial difficulties for many customers who rely on them. If untrue, the negative significant consequences for both the affected companies and their customers, as well as for the wider Nigerian economy cannot be reversed.VERIFICATIONAs of February 17, 2023, there is no evidence to support the claim that the Central Bank of Nigeria (CBN) Governor has ordered the shutdown of OPAY, KUDA, and PALMPAY offices in Nigeria. A search for news articles on this topic returned no credible sources reporting such an order from the CBN Governor. In addition, the official website and verified social media platforms of the CBN does not contain any press releases or statements related to the alleged shutdown.CONCLUSIONThe claim that the CBN Governor has ordered the shutdown of OPAY, KUDA, and PALMPAY offices in Nigeria with immediate effect starting from February 16, 2023, is not supported by credible evidence so it is FALSE Post navigation21st April: Africa Fact Check Round-Up  Has Every Candidate Ever endorsed by Ex-President Olusegun Obasanjo Won the Presidential Election?",Zainab,19/02/2023,https://newsverifierafrica.com/claim-central-bank-of-nigeria-cbn-governor-has-ordered-the-shutdown-of-opay-kuda-and-palmpay-offices-in-nigeria/
21st April: Africa Fact Check Round-Up,"Listen to this articleHere is today’s roundup of fact-checks across Africa:Claim: Pope Francis canceled the Bible and proposed a new book.Verdict: FALSESource:DubawaClaim: Video shows people fleeing in Niger StateVerdict: FALSESource:DubawaClaim: Adeleke is giving out N10,000 as campaign funds to each NigerianVerdict: FALSESource:ICIRPost navigation4th April: Africa Fact Check Round-Up  25th April: Africa Fact Check Round-Up",BrandWarlock,21/04/2022,https://newsverifierafrica.com/21st-april-africa-fact-check-round-up/
Fact-Checking Claims on Sudan’s Independence and Civil Wars’ Deaths,"Listen to this articleA request was submitted via News Verifier Africa, N-VA’s ‘submit a claim’ portal, to fact-check a work-in-progress documentary script on Sudan. The claim was submitted by a television, film and photographic personnel from the British Broadcasting Corporation, BBC.The submitted claim reads: “It is about Sudan and the line I’d like to check is – ‘in 1956 Sudan gained independence. A war between the government and rebels in the South kills almost 2 million people until South Sudan gains its own independence in 2011.’”CLAIMN-VA extracted two claims from the documentary script: “Sudan Gained Independence in 1956,” and “The War between the Government and Rebels in the South Killed almost 2 Million People until South Sudan Gained its own Independence in 2011,” and went on to fact-check the claims.IMPACT OF THE CLAIMThe claim was extracted from a documentary which will be produced by the BBC and it is pertinent to verify the authenticity of the claims and prevent misinformation as the multinational broadcasting company has aviewershipof 489 million adults every weekAlso, the documentary is on the history of Sudan which makes it pertinent to confirm the dates and timeline of events.VERIFICATIONDid Sudan Gain Independence in 1956?Sudan gained independence from the Anglo-Egyptian Condominium, the joint British and Egyptian government that administered Sudan since 1899. From 1924 until Sudan’s independence in 1956, the British had a policy of running Sudan as two essentially separate territories – the north and south.The United Kingdom and Egypt concluded an agreement which provided for Sudanese self-government and self-determination in February 1953 and the transitional period towards independence began with the inauguration of the first Sudanese parliament in 1954.According to the New York Times, the Sudanese parliament, unilaterally and unanimously declared Sudan’s independence on December 19th, 1955. The British and Egyptian governments’ recognized the independence of Sudan on 1st January 1956.What Happened After Sudan’s Independence?Sudan’s sovereignty came with self-government for about 600 ethnic groups speaking over 400 languages and the new country came with a new constitution, the 1956 constitution.Sudanese citizens agitated that the constitution marginalised some territories for not stating whether the new state should be secular or an Islamist state and failed to address the country’s federal structure.Sudan’s First Civil warAccording toGlobal Security, the Arab-led Khartoum government defaulted on its assurances to southerners that it will create a federal system, this led to an uprising by Southern troops in the Equatoria Province. On August 18, 1955, the Equatoria Corps, a military unit composed of southerners mutinied at Torit as they felt cheated and disenfranchised. During the altercation, these rebels did not surrender to Sudanese government authorities, rather they disappeared into hiding with their weapons, marking the beginning of the first war in southern Sudan. This war lasted for seventeen years, from 1955 to 1972.These rebels, later called Anya Nya, were trained by the Israelis while they shipped weapons from Ethiopia, Uganda and Congo. By the late 1960s, the war had resulted in the deaths of about 500,000 people. Government operations against the rebels declined after the 1969 coup. However, when negotiations failed to result in a settlement, Khartoum increased troop strength in the south.In 1971, one of the major leaders of southern forces opposed to Khartoum, Joseph Lagu, proclaimed the creation of the Southern Sudan Liberation Movement (SSLM) and other Anya Nya leaders united behind him. By October 1971, Khartoum established contact with the SSLM which led to the conference between SSLM and Sudanese government delegations convened at Addis Ababa in February 1972. The accord granted many of the agitations of the South, granting them autonomy and recognizing Arabic as Sudan’s official language, and English as the South’s principal language.The Sudanese government issued a decree legalising the agreement and creating an international armistice commission to ensure the well-being of returning southern refugees and amnesty which was backdated to 1955 was also announced. The two sides signed the Addis Ababa accords on March 27, 1972, which was later celebrated as National Unity Day.Sudan’s Second Civil WarIn September 1983, President Jaafar Nimeiri began an Islamization campaign and announced his decision to incorporate traditional Islamic punishments drawn from Shari’a (Islamic Law) into the penal code. The statute of the Islamic law and its punishment also extended to Southerners and other non-Muslims living in the north.Another civil war erupted after Nimeiri institutionalised Sharia Law and reneged on the Addis Ababa Agreement’s provisions for a referendum in Abyei. The Sudan People’s Liberation Army/Movement (SPLM/A) fought against the Sudan national government until 1989 when the parties reached a peace agreement and suspended Sharia Law.However, on June 30, 1989 a military coup led by Omar Al-Bashir overthrew the Sudanese government and repudiated the peace agreement.Through the 1990s, attempts to draft peace agreements hit many setbacks with varying degrees of success recorded. The splintered nature of the conflict and large region posed a constant problem and for years, the national government used aerial bombardments and helicopter gunships to attack the southern Sudanese civilian population. On November 19, 2004, the Government of Sudan and the SPLM/A signed a declaration committing themselves to conclude a final Comprehensive Peace Agreement (CPA) by December 31, 2004. The second civil war came to an end after the two parties formally signed the Comprehensive Peace Agreement (CPA) on January 9, 2005.The CPA set standards for sharing oil revenue (50:50 split) and a timetable toward a referendum on the South’s independence. A referendum took place in January 2011 in which the people of the South voted to secede from Sudan. In July 2011, Sudan became two countries – Sudan (Khartoum) and South Sudan (Juba).Did the War between the Government and Rebels in the South Kill almost 2 Million People until South Sudan Gained Independence in 2011?Reliefwebstated that a report released by the U.S. Committee for Refugees (USCR) titled “Quantifying Genocide in Southern Sudan and the Nuba Mountains: 1983-1998,” revealed that at least 1.9 million people in southern and central Sudan have died during the past 15 years as a direct result of civil wars and intentional policies of the Sudan government.Five years before, the USCRpublishedthe first ground-breaking study by Millard Burr reviewing the death toll in Sudan’s long civil war. The study titled, ‘A Working Document: Quantifying Genocide in the Southern Sudan 1983-1993,’ estimated that 1.3 million people had died in southern Sudan due to war and war-related causes.In the Working Document II which waspublishednearly five years after the first and includes specific data on the Nuba Mountains, research suggests that no fewer than 600,000 people have lost their lives since 1993, hence, more than 1.9 million southern Sudanese and Nuba Mountains peoples perished since the civil war began in 1983.According to the report, between 1983 to 1993, foreigners and the media were able to observe the series of catastrophic events that caused the death of tens of thousands, but in subsequent years, the Khartoum government impeded the collection of field data by sealing off war-prone areas from the prying eyes of journalists, aid agencies, and social scientists.CONCLUSIONThe claim that ‘Sudan gained Independence in 1956,’ is verified asTRUEand the second claim that ‘the War between the Government and Rebels in the South killed almost 2 Million People until South Sudan gained its own Independence in 2011,’ isTRUE, according to multiple reports and data sources on the Sudanese war.Post navigationCLAIM: PDP Won All Chairmanship and Councilor Seats at the 2022 FCT Polls  21st April: Africa Fact Check Round-Up",BrandWarlock,14/03/2022,https://newsverifierafrica.com/fact-checking-claims-on-sudans-independence-and-civil-wars-deaths/
CLAIM: PDP Won All Chairmanship and Councilor Seats at the 2022 FCT Polls,"Listen to this articleOn Sunday, February 13th, 2022, a Twitter user with the nameAhmed Shehutweeted that PDP won all chairmanship & councillorship seats in the FCT council polls conducted by INEC.In histweet,he stated that “PDP wins all chairmanship & councilorship seats in the council polls conducted by INEC Yesterday . in FCT Abuja…. The tweet had generated 37 comments, 190 quotes and retweets, and 615 likes as of the time of publishing this report.POTENTIAL IMPACT OF THE CLAIMNigeria is gearing up for the 2023 general elections, hence the need to fact-check all information disseminated on elections and their outcome.However, the tweet was shared by Ahmed Shehu whose profile revealed that he’s a Special Assistant to Adamawa State’s First lady, which makes it pertinent to verify this authenticity as devoid of misinformation or disinformation to political supporters.CLAIMN-VA extracted the claim, “PDP Won All Chairmanship and Councillor Seats at the 2022 FCT Polls” and went on to fact-check it.VERIFICATIONOn February 12, 2022, the Independent National Electoral Commission (INEC) conducted elections in the six FCT area councils: Abaji, Abuja Municipal (AMAC), Bwari, Gwagwalada, Kuje, and Kwali, and for 62 council seats inwards across the FCT.A total of 14 political parties participated in the election, but two of the parties – All Progressives Congress (APC) and People’s Democratic Party (PDP), dominated the polls.According to a news report released byPremium Timestitled, “ANALYSIS: How FCT area council elections were won and lost” it was discovered that the results released by the electoral commission, INEC, contradict the claims of the Twitter user.On February 12, residents of the Federal Capital Territory (FCT), Abuja, went to the polls to elect the chairpersons and councilors for the six area councils making up the territory. Over 1.3 million voters were registered to vote in the election across the 2,229 polling units in the nation’s capital. However, ahead of the election, INEC announced that the election would not be held in the newly-established 593 polling units because they had no registered voters. It deployed about 12,000 ad hoc staff for the election.The FCT election was the first to be organized by INEC in the New Year. The FCT poll is unique because, unlike Nigeria’s 36 states, the territory has no governor but is run by a minister who is appointed by the president of the country. Also, unlike in the 36 states where state electoral commissions organize the council elections, the FCT council elections are statutorily conducted by INEC.Premium Times reported that at the end of the exercise, two major parties won three councils apiece. While APC won in Gwagwalada, Kwali and Abaji, PDP won in AMAC, Bwari and Kuje.CONCLUSIONThe claims tweeted by Ahmed Shehu, that PDP won all seats for chairman and councilor in the 2022 FCT elections contradict the official results released by INEC. The results showed that the PDP and APC shared the seats, making the claims tweeted by ShehuFALSE.Post navigationCLAIM: Fact-checking Video Purportedly Showing Nigeria’s Fuel Scarcity Queue in 1974  Fact-Checking Claims on Sudan’s Independence and Civil Wars’ Deaths",BrandWarlock,28/02/2022,https://newsverifierafrica.com/claim-pdp-won-all-chairmanship-and-councilor-seats-at-the-2022-fct-polls/
CLAIM: Fact-checking Video Purportedly Showing Nigeria’s Fuel Scarcity Queue in 1974,"Listen to this articleAdeyemi OkediranA video has gone viral on the internet for the past few days. The video was said to be a recap of what Nigeria has experienced in the mid-1970.The caption in the viral video reads: “Fuel scarcity in 1974! Pls check if you can see the type of car you are using, if not, let’s take life easy! Nothing is permanent in this life!”POTENTIAL IMPACT OF THE CLAIMIt is important to fact-check whether this video shows fuel scarcity in the 1979s amidst the recent fuel scarcity in Nigeria at the moment.Nigeria has been experiencing nationwide fuel scarcity for the past 3 weeks, hence there is a need to confirm this viral video which may heighten the panic among the citizen.CLAIMN-VA extracted a screenshot from the video, and went on to fact-check and verify its authenticity.VERIFICATIONIs There Fuel Scarcity in 1974?According to an article published onWIKI,there is fuel scarcity between 1966 – 1975 duringGeneral Yakubu Gowon’sregime as Head of State when he increased the price of petrol from 6k to 8.45k.History of Fuel scarcity in NigeriaAccording to a report published onStatista,Nigeria was the leading oil producer in Africa as of 2020. Oil production amounted to 86.9 million metric tons in the country. Angola and Algeria followed with 64.5 million and 57.6 million metric tons, respectively. In the same year, the overall production of oil in Africa, including crude oil, shale oil, oil sands, and NGLs, reached 327.3 million metric tons. Moreover, the African output of oil per day amounted to some 8.4 million barrels in 2019, variating minimally compared to the previous year.For the past fifty years in Nigeria, fuel scarcity has often happened prior to a hike in fuel price. hence, the researcher took a long look at the history of fuel price hikes in Nigeria fromGeneral Yakubu Gowon’sadministration to date.General Yakubu Gowon(1966 – 1975) — During Gowon’s tenure as Head of State, he was said to have increased the price of petrol from 6k to 8.45k.General Murtala Mohammed(1975 – 1976) —Murtala Muhammed increased the pump price of petrol from 8.45k to 9k.Major General Olusegun Obasanjo(1976 – 1979)— Obasanjo increased the pump price from 9k to 15.3k during his time as President.Alhaji Shehu Shagari(1979 – 1983) — The civilian President increased the pump price of petrol by over 30% from 15.3k to 20k.General Ibrahim Babangida(1985 – 1993) — The pump price remained the same during Buhari’s time as President, but when Babangida assumed power, he increased the pump price a total of four times: 20k to 39.5k; 5k to 42k; 42k to 60k (Private Vehicles); and 60k to 70k.Ernest Shonekan(1993) — DuringErnest Shonekan’sbrief tenure, he increased the price of petrol by over 700% from 70k to N5General Sanni Abacha(1993 – 1998) — Abacha was in power for 5 years and his tenure was accompanied by fuel scarcity. Initially, he reduced the petrol prices from N5 to N25k but later increased it to N15 before reducing it to N11.General Abdulsalami Abubakar(1998 – 1999) — Abubakar was the interim President between 1998 and 1999 and his tenure saw some movements in terms of fuel price from N11 to N25, then to N20.Olusegun Obasanjo(1999 – 2007) — During Obasanjo’s tenure as President, the price of petrol experienced several changes over a period of eight years: N20 to N30; N30 to N22; N22 to N26; N26 to N42; N42 to N50; N50 to N65; and N65 to N75.President Umaru Musa Yaradua(2007 – 2010) —Yar’Adua was able to drop the price of petrol from N75 to N65 during his tenure as PresidentPresident Goodluck Jonathan(2010 – 2015) — The pump price changed three times during the tenure of Goodluck Jonathan from N65 to N141, then reduced to N97, dropped further to N87.President Muhammed Buhari(2015 till date) — Buhari increased the price of petrol from N87 to N143 in 2016.Before now, the mostrecent fuel scarcityissue happened in the last quarter of 2017. Another factor that causes fuel scarcity in Nigeria is the fuel subsidy payment by successive administrations.Therecent fuel scarcityissue in Nigeria began in February 2022 due to theimportation and distributionofadulterated PMSby NNPC and marketers in Nigeria.Does The Viral Video Truly Depict Fuel Scarcity in Nigeria in 1974?In the rare footage, very huge queues of vehicles can be seen, as motorists fight each other while waiting for their turn to buy petrol, and also the short clip gives you a glimpse of the types of car that plied the highways in the 1970s in NigeriaSome of the cars that were captured in the clip include a Volkswagen Beetle (Ijapa), Peugeot 504 Station Wagon, and 2nd-Generation Toyota Corolla Wagon.Watch this video on YouTubeOther iconic cars spotted include a Peugeot 404 sedan, fourth Generation Toyota Crown, Land Rover Defender, Land Rover, Renault 12, and Volkswagen Transporter bus.To ascertain the video’s authenticity, the researcher captured one of the scenes in the short clip and verified it through a reverse image search engine.The image was subjected toGoogle reverse image search, and it was confirmed that the video was shot in the 1970s.The one-minute clip first appeared online on May 25, 2021, when it was shared on YouTube by a recognized Nigerian automobile website, Autojosh giving insight into the nostalgic 1970s.https://youtu.be/L1_LBZNVSVA with an article https://autojosh.com/fuel-scarcity-in-1974-see-cars-in-vogue-in-the-70s-as-nigerians-queue-up-to-buy-fuel/CONCLUSIONThe video purportedly showing the fuel scarcity queue in Nigeria in 1974 isTRUE.Post navigationCLAIM: President Obama unveil Rochas Okorocha’s 2023 Presidential Campaign banner  CLAIM: PDP Won All Chairmanship and Councilor Seats at the 2022 FCT Polls",BrandWarlock,27/02/2022,https://newsverifierafrica.com/claim-fact-checking-video-purportedly-showing-nigerias-fuel-scarcity-queue-in-1974/
"CLAIM: Fact-checking Video Purportedly Showing APC Presidential Aspirant, Asiwaju Bola Ahmed Tinubu’s Campaign Cars","Listen to this articleAdeyemi OkediranOn Sunday, February 20, 2022, a Twitter userOluwatomiwatweeted aTikTok videoembedded with ‘Asiwaju for 2023’ with the caption “Is this true??? 😮😮😮 AT 22 Chioma Church #Breakfaststories Slim #SuperClash”The tweet has generated 18 comments, 33 quotes and retweets, and 115 likes while the video has 8,955 views as of the time of fact-checking this claim.POTENTIAL IMPACT OF THE CLAIMAsiwaju Bola Ahmed Tinubu is one of the presidential aspirants of Nigeria’s incumbent party, APC. The former Lagos governor has already declared his intention to run for President in 2023.Also under the comments, there has been a lot of misunderstanding and misconception about who truly owns the car.CLAIMN-VA extracted screenshots from the video and went on to fact-check and verify its authenticity.VERIFICATIONWho is Tinubu?Bola Tinubuserved as governor of the state of Lagos from 1999 to 2007. Before then, he served as a Senator from 1992 to 1993, when Nigeria’s Third Republic abruptly ended. Prior to entering politics, he worked in the private sector for companies includingArthur Andersen and Deloitte,Haskins, & Sells. He was also an executive ofMobil Oil Nigeria. After Tinubu left politics, he became active in negotiations to unite Nigeria’s opposition parties and in pushing for electoral reforms.In January 2022, Tinubu officially confirmed that he will be joining the presidential race for 2023.Is the video real?In order to know if the video is real, the researcher took several screenshots of the video and used Google reverse image search engine to verify each of them.It was discovered that the image was similar to the one posted on theFacebook pageof aCongo Car Rental.The image was captioned, “Uganda Entebbe airport will open on 1st October 2020. We can’t wait to restart tourism back to normal. All you need is a COVID-19 certificate that’s been obtained 72 hours prior to your travel or arrival to Uganda. No 14-day quarantine!”A 9-second version of the same video was discovered on Youtube, with the caption written in Swahili, ‘Magari mapya ya serikali,’ which translates to ‘New government vehicles.’ It was posted as a Youtube short on July 4, 2020.Watch this video on YouTubeCONCLUSIONThe video shared on Twitter which purportedly shows APC Presidential aspirant, Asiwaju Bola Ahmed Tinubu’s campaign cars isFALSE, the cars displayed in the video have been circulating online since July 2020.Post navigationFact-checking Images from President Buhari’s Visit to Sokoto State in January 2022  CLAIM: President Obama unveil Rochas Okorocha’s 2023 Presidential Campaign banner",BrandWarlock,21/02/2022,https://newsverifierafrica.com/claim-fact-checking-video-purportedly-showing-apc-presidential-aspirant-asiwaju-bola-ahmed-tinubus-campaign-cars/
Fact-checking Images from President Buhari’s Visit to Sokoto State in January 2022,"Listen to this articleAdeyemi OkediranOn Thursday, January 27, 2022, a Twitter user with the pseudo name‘Uncle Muhsin’tweeted three different pictures with the caption,“PMB in Sokoto today!”.The tweet has generated 29 comments, 33 quotes and retweets, and 52 likes at the time of fact-checking this claim.POTENTIAL IMPACT OF THE CLAIMNigeria’s political clime is gearing up for the 2023 general election and the atmosphere is filled with different political propaganda, this has made the researcher take in-depth research on the images attached to the tweet.The tweet has been also been flagged by other users as sharing fake news as observed in the comment section.CLAIMN-VA extracted the claim and images attached to the tweet and went on to verify its authenticity.VERIFICATIONWas Buhari in Sokoto State?According to aPremium Times report, President Muhammadu Buhari visited Sokoto State on Thursday, January 27, 2022, to commission a 3 million metric tonne BUA cement factory established in the state.He also visited the Sultan of Sokoto, Muhammad Sa’ad Abubakar III, in his palace, during the visit as captured in a report byChannels TV.Are the Pictures Real?In other to know if the pictures are real images taken during Buhari’s visit to Sokoto State, the researcher used a reverse image search engine to verify each of them.It was discovered that the first image which has the picture of Buhari coming down from the airplane is not a recent picture,Google reverse imagein a news story published on March 15, 2018, headlined: “Buhari Commissions N50bn Sugar Mill in Niger State.”The other two images were also subjected toreverse image search, and the result shows that the images have been altered as there are numerous similar images online without any poster seen inside them.CONCLUSIONThe claim that President Muhammadu Buhari visited Sokoto on January 27, 2022, isTRUE, but the images attached to the tweet areMISLEADING, as they have been used numerous times on social media.Post navigationCLAIM: Pfizer Vaccine Causes Birth Defects due to Genetic Manipulation  CLAIM: Fact-checking Video Purportedly Showing APC Presidential Aspirant, Asiwaju Bola Ahmed Tinubu’s Campaign Cars",BrandWarlock,14/02/2022,https://newsverifierafrica.com/fact-checking-images-from-president-buharis-visit-to-sokoto-state-in-january-2022/
