Claim,Evidences,Label,Date,Url
Claim: A throwback photo attributed to Tinubu and current Nigeria’s Chief Justice has gone viral on Twitter.,"Claim: A throwback photo attributed to Tinubu and current Nigeria’s Chief Justice has gone viral on Twitter. Verdict: FALSE. The image is that of Bola Tinubu and Dele Momodu from 1996.  Following the emergence of Bola Tinubu as the February 25 Presidential election winner, the opposition parties have expressed dissatisfaction with the election and collation process by the Independent National Electoral Commission (INEC). The Peoples Democratic Party (PDP) and Labour Party have refused to concede defeat. They have subsequently gone to court to request access to sensitive materials deployed by INEC for the presidential election. A supporter of the Labour Party, Obident Nature (@Naturenwa), doubts the credibility of the court procedure. Questioning the court’s integrity, @Naturenwa, in a now-deleted tweet, shared a picture of Tinubu and a man he claimed to be the current Chief Judge of the Federation, Olukayode Ariwoola.  “Tinubu and current Chief Judge of FRN,” the tweet caption reads. Before the tweet was taken down, it had garnered 242,000 views, 63 likes, 38 retweets and 325 quote retweets. The picture has also gone viral on WhatsApp with different narratives.  DUBAWA decided to investigate the claim due to its virality and the sensitivity of the issues surrounding the 2023 Presidential election. We deeply analysed the picture using the Invid photo debunker application. We discovered it was an old picture of Tinubu with Dele Momodu, a Nigerian Journalist, in 1996 while in London. We also manually searched Mr Momodu’s Twitter (@DeleMomodu) feed and found that he posted the picture on March 4, 2021.  We also compared the image of Mr Momodu and Mr Ariwoola and saw no similarity.  The alleged throwback image of Mr Tinubu and the Chief Judge is that of Mr Tinubu and Mr Momodu. The claim is, therefore, false. ",Verdict,15/03/2023,https://dubawa.org/dele-momodu-not-nigerias-chief-justice-olukayode-ariwoola-was-standing-next-to-tinubu-in-viral-throwback-photo/
"Claim:  Viral news articles published by “The Indiana Express, Dhaka Tribune” stated that the Bangladesh language named: ‘Bengali/Bangla’ was announced as the official language of Sierra Leone in 2002 by late former President Ahmad Tejan Kabbah.","Two popular news outlets in Asia, namely, The Indiana Express, an Indian-based media house and Dhaka Tribune, a Bangladesh-based media organisation, on varied dates — February 23, 2017 (Dhaka Tribune) and February 21, 2017 (Indiana Express) have published an article with a similar statement. The media houses in their publications noted that the Bangladesh language called ‘Bengali / Bangla’ was declared an ‘official language’ to be used by Sierra Leoneans by the late former president of the small West African nation — Dr Alhaji Ahmad Tejan Kabbah (of blessed memory).  “Soon after peace was restored in 2002, the country’s president Ahmad Tejan Kabbah announced that Bengali would henceforth be considered an official language of the Republic of Sierra Leone in recognition of the work done by Bangladeshi troops in restoring peace to the region. “We might reflect upon the example set by Sierra Leone to understand that celebrating languages from different countries goes a long way in building a strong bond among global powers,” — Indiana Express further indicated.   The bilateral relationship between Sierra Leone and Bangladesh has been long and cordial. Bangladesh has not only helped Sierra Leone to defeat its rebels. Still, it has equally made some huge social, economic, and infrastructural developments which the country is enjoying even to this present period. Bangladesh made its way into the heart of Sierra Leone and its people when the Asian nation committed itself to be part of the United Nations Peacekeeping Forces that helped to redeem the country from the hands of the rebels who invaded the country in 1992, stating further that, Bangladesh provided one of, if not, the largest contingent of military personnel to help Sierra Leone’s military to curb the civil conflict.  The 11-year civil war left the country’s economy and infrastructure with shattered hope of rekindling. The conflict took away thousands of precious lives, and properties worth millions of leones were destroyed.  DUBAWA’s research discovered that Bangladesh had not only helped to redeem Sierra Leone from the civil conflict but has also made immense contributions in the business and NGO worlds in Sierra Leone, as evidenced here and here.  The issue of Bengali being an official language in Sierra Leone had engaged the minds and attention of researchers in Bangladesh. One of them, Sayeem Hassan, Head Researcher, Rumor Scanner — a fact-finding organisation based in Bangladesh, contacted DUBAWA to investigate the viral claim made in the referenced publications.  He added that he had yearned for a while now to ascertain if Bengali is used as the official language in the far-way West African nation once colonised by England.  Hassan told DUBAWA that many citizens in Bangladesh believe that ‘Bengali is used as Sierra Leone’s official language’. It is for this reason that DUBAWA decided to investigate this claim.  The claims made in viral publications by the three Asian media houses have been made for over a decade, with no real evidence to support the same.  The small British colonised nation has numerous languages. However, none of these numerous languages is used as the country’s ‘official language’; instead, the language of the nation’s colonial masters, which is ‘English Language,’ is the officially recognised and/or accepted language used in all formal gatherings within the borders of Sierra Leone.  DUBAWA’s desktop research results show that the official language of Sierra Leone is “The English Language.”   According to the World Atlas, Sierra Leone’s official language is ‘English language’ – a language left behind by the country’s colonial fathers is predominantly spoken in formal functions and/or settings, which include: schools, government institutions, the Court of law, and the media.  There is no data nor proof to ascertain that late president Kabbah ever made such a statement or declaration for ‘Bengali/Bangla’ to be used as the official language of the former British colony.  The Institute for Sierra Leonean Languages (TISLL) is based in Freetown and educates citizens and foreigners who wish to acquire more in-depth knowledge of the country’s various languages. It also serves as a resource centre for research purposes concerning spoken languages in Sierra Leone.  DUBAWA contacted the Program Director — Mr Lamin H. Kargbo of The Institute for Sierra Leonean Languages (TISLL), to know if Bengali/Bangla is Sierra Leone’s official language. The Director refutes the claim, adding that ‘Bengali/Bangla’ has never been used nor announced as Sierra Leone’s official language.  Asked if the late former president ever declared or announced that Bengali would be used as an official language in the country, Kargbo noted that — all that he is aware of is that the late president did mention that ‘Bengali’ would be considered or included as a language of Sierra Leone, but not as an official language, he added.  DUBAWA probed why the late former president could make such a statement when Bengali has never been part of the numerous languages spoken in the small West African nation; the expert reliably said that the late president made the said statement to commend Bangladesh Government and its people for the great contributions and support rendered to Sierra Leone during the country’s civil war, which commenced in 1991 and ended in 2002 “Bengali was never declared as an official language of Sierra Leone. However, late president Kabbah in one of his numerous statements after the war, mentioned that Bengali would be considered and/or included as a part of Sierra Leone’s languages.    “The late president made the statement due to Bangladesh’s immense contributions to putting the senseless 11-year civil conflict in the country to an end. Ironically, since the announcement was made, Bengali has not even been recognised as a language by Sierra Leoneans, nor has it been spoken as a language in any part of Sierra Leone,” he narrated.  He noted further that the country has only one official language — the ‘English language’, stating that, other than English, all other languages in the country are only used for informal communication in places such as homes, mosques, churches, villages etc.  Ms Sia Tengbeh, a teacher of over 25 years, also told DUBAWA that in her over 25 years of a teaching career, she is unaware of a point in time any president or authority of any sort announced that the country’s official language would be changed. She averred that Sierra Leone’s official language has always been the  English language.   Despite Sierra Leone’s small geographical location and its 6.5 to 7 million population, according to the 2021 Mid-Term Housing & Population Census conducted by Statistics Sierra Leone (Stats-SL), the country can boast approximately 16 national languages/ethnic groups spoken predominantly in different areas nationwide.  National languages spoken in Sierra Leone and by Sierra Leoneans includes the following: Temne, Mende, Krio, Kissi, Fulla, Soso, Yalunka, Kono, Limba, Sherbro, Loko, and Madingo; these languages are only used in informal settings, such as — homes, in the streets, religious gatherings, and in a host of other non-formal settings.  Each of these languages has locations/areas where Sierra Leoneans residing in those places predominantly speak either one or two of the mentioned languages. According to Family Search’s recent data on Sierra Leonean Languages, ‘Temne & Mende’ constitute the lion’s number of speakers in the country, with ‘Temne’ speakers constituting  37% of the country’s population, and it is predominantly spoken in the Northern province; while speakers of ‘Mende’ constitutes 31%, and it is mainly spoken in the Southern & Eastern provinces of Sierra Leone. Bangladesh played a significant role in bringing peace to Sierra Leone during the 11-year civil conflict. However, it is false that Bengali, the language of the people of Bangladesh, was announced and/or adopted as Sierra Leone’s official language. ",Verdict,15/03/2023,https://dubawa.org/bengali-bangla-has-never-been-used-as-sierra-leones-official-language/
Claim: “Viral image of a lady smoking hookah is the deputy governorship candidate of the Labour Party in Lagos.”,"As the rescheduled governorship election in Lagos state and other states draw nearer, campaigns and counter-campaigns have intensified, heating the polity. Recently, an image of a lady smoking hookah went viral with the claim she is the running mate of Gbadebo Rhodes-Vivour, the governorship candidate of the Labour Party (LP) in Lagos state. The LP deputy governorship candidate for Lagos state is Princess Abiodun Oyefusi, whose running mate  described as a “super capable running mate.” Oyefusi (@PrincessOyefus1) was a former Lagos East Senatorial District candidate of the Peoples Democratic Party (PDP) in 2019. On Monday, March 13, 2023, Twitter user Ayekooto (@DeeOneAyekooto) suggested that the lady in the image was the deputy governorship candidate of LP.  “See the deputy governorship candidate of a certain political party in Lagos,” the tweet reads.  The post has garnered over one million views, 8,721 likes, 1,130 retweets, and 253 quote tweets as of Monday, March 13, 2023. Many Twitter users also posted the image with similar captions. The image with the same narrative has also made it to Facebook. It was shared by Tunde Salam, who said “Lobatan,” meaning “it is finished” because the LP deputy governorship candidate was allegedly smoking. “The Lagos State Deputy Governor under Labour Party- Princess Islamiyat Oyefusi,” the Facebook post reads. Lobatan!” An advanced image search by Google also led to an article by Momedia with the headline “Don’t just vote, do your research – reactions as Kemi Olulonyo shares rare photos of Labour Party deputy governorship candidate of Lagos state”. The article referenced an Instagram post by controversial journalist Kemi Olulonyo with the same picture and claim.   A Twitter user Nkechi2Lagos (@NkechiofLagos2), who appeared to believe Oyefusi was the one in the image, criticised the act of trying to discredit a candidate due to smoking. What she described as an “irrelevant case”. Reacting to the viral image, a Twitter user Persian Queen (@teeana_world), questioned the claim’s authenticity.  The virality of the image and the significance of this claim to voters’ perception prompted us to verify.  Although DUBAWA could not identify the photo’s origin, it appeared it had been used earlier on social media platforms with different narratives. From the allegation that the image is the deputy governorship candidate of LP to the narrative that it depicts the “next-generation of mothers,” social media users use it with various captions to share their biases. A Twitter user H.O.D Vawulence Dept for PO (@festiveplug), shared the image on March 10, 2023, tagging it “next generation mothers.” A keyword search on Facebook further led to an earlier version of the image shared on March 7, 2023, alongside a tray of food by Ojong Agbor, attributing the person in the image to a certain Amaka. Oyefusi addressed the viral image in a post on her official Twitter account, clarifying that the lady in the picture is not her. She tagged the narrative as propaganda. The General Secretary of the LP, Lagos State, Sam Okpala, in a phone interview with DUBAWA’s researcher, stated the claim is untrue and attributed it to the handwork of detractors. “Our deputy governorship candidate is a respected Princess in Lagos, and she does not smoke,” he said. Aside from the alleged picture of the lady smoking hookah has appeared on several social media platforms with different narratives, a comparative analysis of the said picture with another photo of the LP candidate on Forensically highlights apparent differences.  The upper finger knuckles of the LP candidate (left) are smoother and less dark than the smoking lady. Additionally, the LP candidate has slimmer and longer fingernails than in the alleged picture.  A comparative analysis of the nose features shows Oyefusi has a somewhat protruding nose than the one in the alleged picture. While the smoking lady appears flat and more open, that of the LP candidate is more pointy and enclosed. Our findings show that the Labour Party deputy governorship candidate, Abiodun Oyefusi is not the woman in the hookah-smoking picture. The claim is false. ",Verdict,15/03/2023,https://dubawa.org/viral-image-of-hookah-smoking-lady-not-abiodun-oyefusi-labour-partys-deputy-governorship-candidate-in-lagos/
Claim: Fasting can be used in the treatment of cancer.,"According to the World Health Organization (WHO), cancer is a leading cause of death worldwide, accounting for ten million deaths in 2020. Simply put, nearly one in every six deaths is caused by cancer.  The most common cancers are breast, lung, colon and rectum and prostate cancers. A cause of death of this magnitude is a serious concern for the patient and close ones and society at large. This concern, in many cases, has led to serious research in the medical field with corresponding useful findings. You can find some of these breakthroughs here, here, and here.  Amid these many innovations and findings is the claim that fasting can be used to treat the dreaded health condition. A Twitter account LivertySavage (@AxelSavage4), wrote, “… fasting is one of the cures for cancer that the establishment does not want you to know about.” Another Twitter user Axel (@LibertySavage01), wrote, “Fact: Fasting cures cancer.   Another user SBitcoinHoarder (@BHoarder1), also asserted that this is a fact doctors won’t tell the public because they are not provided with this information. He also insinuated that pharmaceutical companies control this narrative.  Combined engagement on these tweets is over 2,798. While some users believed the claim to be true, others did not. For example, a comment on @BHoarder1’s tweet noted this was untrue.  Based on these mixed engagements, DUBAWA fact-checked this claim to ascertain its veracity and set the record straight.   DUBAWA investigated a quoted YouTube video by one of the claimants, @BHoarder1. The video is a 2019 presentation by Pradip Jamnadas (Medical Doctor), where he made a biochemistry case for fasting. According to his presentation, one of the benefits of fasting is that it helps kill cancer cells. He mentioned this between 34 minutes to 36 minutes of the video.  The National Library of Medicine US published on PubMed.gov in October 2022 titled Effect of fasting on cancer: A narrative review of scientific evidence.  The report states, “emerging evidence suggests that fasting could play a key role in cancer treatment by fostering conditions that limit cancer cells’ adaptability, survival, and growth. It added that fasting could increase the effectiveness of cancer treatments and limit adverse events.” However, it says it is difficult to establish a link between fasting and the prevention and treatment of cancer.  The report, therefore, recommended a combination of prolonged periodic fasting with a standard conventional therapeutic approach to promote cancer-free survival and treatment efficacy and reduce side effects in cancer patients. An article by Healthline.com says recent animal studies and a few preliminary human trials have shown a decrease in risk for cancer or a reduction in cancer growth rates. It states the result may be due to the following effects from fasting: decreased blood glucose production, stem cells triggered to regenerate the immune system, balanced nutritional intake, or increased production of tumour-killing cells. Another article by Medicalnewstoday.com wrote that some research suggests that fasting helps fight cancer by lowering insulin resistance and levels of inflammation. Fasting may also reverse the effects of chronic conditions such as obesity and type 2 diabetes, both risk factors for cancer. BreastCancer.org reported in its November 30, 2021, research news article that humans were first used in the trial other than animals.   The article titled Intermittent Fasting May Help Cancer Treatments Work Better, Small, Early Study Suggests that a specific type of intermittent fasting is safe and possible for people diagnosed with cancer and may boost the effectiveness of cancer treatments such as chemotherapy, immunotherapy, and hormonal therapy. It’s the first time this type of intermittent fasting has been studied in people. An Oncologist,  Jummai Jimeta, said she does not know much about the claim.  “not much is known about this claim, and in the instance, there is any chance of it, then it has not been well researched,” she said. Jummai Jimeta is the secretary general of Nigeria’s Association of Radiation and Clinical Oncologists.  The company doctor at AIM group limited, who also hosts ‘health and safety cafe’ on 99.3 Nigeria Info FM Lagos, Frederick Unuigbokhai, submitted that “it is true that fasting has a lot of benefits, but with regards to cancer, findings are still very young.” While agreeing that findings and many breakthroughs have been recorded with animal models, Mr Unuigbokhia added that “the findings on the ground are not enough to run with.”  Available evidence shows that although fasting has been proven effective in treating cancer, it is not a cure. The claim that fasting can cure cancer has been well-researched in the medical field. Although not much work has been done on human trials of this treatment method, it has been proven with animal trials that fasting can be effective in treating cancer.  However, early detection remains the best approach to fighting cancer effectively. ——————————————————————————————————— ”",MOSTLY-TRUE,14/03/2023,https://dubawa.org/how-true-is-twitter-users-claim-fasting-cures-cancer/
"Claim: Lagos state governor, Babajide Sanwo-Olu, claims his cabinet consists of over 30% women.","Claim: Lagos state governor, Babajide Sanwo-Olu, claims his cabinet consists of over 30% women.  Verdict: TRUE. Our findings show the Lagos state government’s cabinet has a representation of women 30% and above. In the lead-up to the governorship and state House of Assembly election, candidates contesting for public offices have intensified their efforts to get the support of the people.  On Wednesday, March 8, 2023, the Lagos state governor, Babajide Sanwo-Olu, seeking re-election for a second term, made a series of tweets to celebrate International Women’s Day.  In this Twitter thread, he asserted that his government had kept its promise of having over 30% women in its cabinet.  A cabinet consists of high-ranking state officials responsible for providing government services. In some places, they are a collegiate decision-making body with collective responsibility, while in others, it may be to play a purely advisory role or assisting role to the head of government (governor or president). According to the governor, his deliberate policy on female representation brought a lot of women leaders into key positions in Lagos. While many applauded the governor for a job well done, a Twitter user Doctor Spec (@doctorspec_ds), disagrees. In his comment, Doctor Spec said, “No one believes your words because it’s full of lies.” DUBAWA decided to verify Mr Sanwo-Olu’s assertion to set the records straight. According to Lagos State’s official website, there are 42 state Executive Council members, for Lagos state including the governor and deputy.  Outside the governor and deputy governor, there are 40 executives, 12 females and 28 males, 30% and 70%, respectively.  Also, a report by Premium Times showed seven special advisers appointed by the governor in 2022. This appointment is male-dominated, having just two female appointees. These female appointees are Aderemi Adebowale; Special Adviser, Civic Engagement and Toke Benson-Awoyinka; Special Adviser on Housing. A comprehensive list of commissioners and special advisers appointed by the Lagos state government from 2019-2023 also shows a similar trend.  Eight of the 22 commissioners appointed are female, while 14 are male. This shows approximately 36% representation of women and 64% representation of men. The eight female commissioners are; Folashade Adefisayo (Education), Cecilia Bolaji Dada (Women Affairs and Poverty Alleviation), Ajibola Ponnle (Establishment, Training and Pension), Aramide Adeyoye (Works and Infrastructure), Uzamat Akinbile-Yusuf (Home Affairs), Yetunde Arobieke (Local Government and Community Affairs), Lola Akande (Commerce and Industry) and Olufunke Adebolu (Tourism Arts and Culture).  There are nine men and four women for special advisers, which is 69% and 31%, respectively.  The four special advisers are; Ruth Bisola Olusanya (Special Adviser on Agriculture), Aderemi Adebowale (Special Adviser on Civic Engagement), Toke Benson-Awoyinka (Special Adviser on Housing) and Solape Hammond (Special Adviser on Sustainable Development Goals). Our findings show that the Lagos state government’s cabinet has a representation of women 30% and above. The claim by the governor is, therefore, true. ",TRUE,14/03/2023,https://dubawa.org/true-women-representation-in-sanwo-olus-cabinet-over-30/
"Claim: A Facebook post, allegedly by BBC, solicits funds for Joshua Tosin Ajayi, who sustained injuries from a quarry accident.","GoFundMe and several social media approaches have been used to solicit funds for ailing patients unable to cater for their bills, and Nigerians have been known to sometimes come through with their contributions.  Recently a Facebook post by an alleged BBC News Nigeria seeking support for an ailing man caught the attention of DUBAWA.   The post was shared on February 4, 2023, with three picture frames of a certain Joshua Tosin Ajayi suffering from a spinal and leg injury from the collapse of a quarry he was working in the year 2021.  The tone of the post could manipulate people into contributing. The purported BBC page currently has 73 followers, while the post has garnered over 9,200 reactions with over 5,000 comments and has been shared about 480 times on Facebook. In the past, people have taken advantage of such posts to defraud the public, so DUBAWA decided to verify it and alert the public to the fraudulent scheme.  We first observed this page is not verified, and the number of followers on this account is suspicious compared to the British Broadcasting Corporation (BBC) status. DUBAWA, hence, searched the official pages of the BBC and discovered that the authentic page of the BBC is BBC News Africa, not BBC News Nigeria. BBC News Africa page is followed by over 5 million Facebook users and is verified by Meta. DUBAWA sent a direct message to BBC News Africa’s official Facebook account to clarify the authenticity of the page that shared the information, but there was no immediate response. We conducted a google reverse image search on the pictures of the supposed victim contained in the post, and it showed no history of such images. A search on TinEye also showed no matches. However, a search on Veracity showed distortions to one of the images posted. The face and neck parts of the picture, given a close look, were photoshopped. Further search showed a Facebook page Daily Nigeria News created on February 8, 2023, with no likes or followers and currently running adverts sharing the same post. The page had the mailing address [email protected]. Also, a google search of Daily News Nigeria showed the site was non-existent and did not have pre-existing content before the post was made to solicit funds from the general public for Joshua Tosin Ajayi. With these perpetrators not giving up their antics towards defrauding unsuspecting Facebook users, another post was shared on a fake NTA News Nigeria page created on February 12, 2023, but this time around with a video of a woman identified as Madam Comfort who delivered twins soliciting for the sum of N750,000 to facilitate her discharge from hospital. Surprisingly,  the post contained the same account details as Joshua Tosin Ajayi, 0728203559, GT Bank The video in the above post has been viewed by 25,000 Facebook users, shared over 80 times, and viewed by over 109,000 users. A reverse image search on Google did not reveal significant information on the video. Hence, DUBAWA conducted a keyword search on Google pinpoint and YouTube, but there were no traces of the videos on those platforms. A keyword search across social media platforms also revealed the same video of a certain Comfort Apeh being shared but this time with an anonymous account with just 23 followers and seven likes.  DUBAWA’s investigation further showed another Facebook page named TVC News Nigerian, with just 153 followers, also put up the same post soliciting funds. The genuine Television Continental Facebook page (@tvcnewsng) is verified by Meta and has over 300,000 followers. An analysis of this series of posts showed notable red flags on all pages that have shared this post. For one, the pages are without proper contact addresses and phone numbers. There is also minimal or no information on when a user clicks on these pages’ ‘About’ section.  These pages all carry a different URL and name when compared. According to Meta policy, a page or account must have the name of the page or account in the URL when copied, but this is not the case for these pages. These pages were all sponsored using unverified email addresses, all almost within the same time frame, with only one post on the profiles. DUBAWA’s investigation reveals that the viral Facebook post showing a bedridden Joshua Tosin Ajayi with leg and spinal cord injury is misleading. The post, alongside a thirty seconds video showing a certain Madam Comfort appealing for financial support, is sponsored to defraud unsuspecting citizens. Thorough research showed these posts were planned to manipulate users into donating money. ",MISLEADING,12/03/2023,https://dubawa.org/scam-beware-of-fake-bbc-nta-facebook-pages-soliciting-funds-for-ailing-man/
"Claim: Results from the IReV portal show that Peter Obi won 19 states, including the FCT.","Following the emergence of Bola Ahmed Tinubu as the winner of the presidential election of February 25, 2023, supporters of opposition parties have expressed their angst against the results announced by the Independent National Electoral Commission (INEC). Mr Tinubu, President-elect of Nigeria, was announced to have polled 8,794,726 votes defeating the 17 other candidates in the presidential race.  He was followed by Atiku Abubakar of the Peoples Democratic Party (PDP) with 6,984,520 votes, while Peter Obi of the Labour Party took third place with 6,101,533 votes.  The trio of Mr Tinubu, Mr Obi, and Mr Atiku reportedly won in 12 states each, while Rabiu Kwankwaso of the New Nigeria People’s Party (NNPP) won one state. However, some candidates in the election have expressed their disapproval of the result announced. On Monday, Mr Atiku led members of his party (PDP) in a protest at the INEC headquarters in Abuja to register his displeasure over the result.  Mr Obi also said he won the presidential election and would pursue justice through the court. The main bone of contention was the failure of the Bimodal Voters Accreditation System (BVAS) machine to upload the results of the elections held on February 25. Some Facebook users, who are also supporters of the ‘Obidient’ movement, have claimed Mr Obi won in 19 states of the federation, including the FCT. They also added that the PDP candidate only won eight states; the APC presidential candidate won in seven states, while the NNPP candidate won in two states. The claim had gone viral on social media, which prompted us to fact-check the claim. It can be seen here, here and here. DUBAWA visited the INEC’s result viewing portal. As of the time of filing this report at 05:47 pm on March 7, 2023, only results from 164,233 polling units have been uploaded on the IREV portal representing 92.87% of the total 176,846 polling units. This means the results of 12,613 polling units nationwide had yet to be uploaded on the IReV portal. It is, therefore, misleading to dismiss the result announced by INEC and claim that Mr Obi won 19 states, including the FCT. Also, the result uploaded by a Facebook user, Mazi Chiemena Samuel, which showed Labour Party’s victory in about 18 states, including the FCT, is not from the IReV portal. Instead, it is a report from a poll conducted by Nextier on January 27, 2023.  The claim that Obi won in 19 states based on results uploaded on INEC’s IReV is misleading. The 92% uploaded what did it show what is the figure so far I expected to see some kind of proof to what you’re saying not coming to tell me stories, show me data, show me how you added the results then got your conclusion, else shut your mouth up This is great, it is expected of the opposing parties to show us their collated figures and lets compares it with INEC reported report. It is wrong and misleading telling people you won without valid evidence. Please give us proof of the main resilt So, how many states did each candidate win, please verify? ",MISLEADING,08/03/2023,https://dubawa.org/inec-irev-portal-did-not-show-peter-obi-won-the-2023-presidential-election-in-19-states/
Claim: A newspaper and a pressure group say AMEU President Alvin Attah and AMEZU President Benjamin Lartey have both stepped down.,"On Tuesday, February 14, 2023, the Liberian Government, through the National Commission on Higher Education, issued a statement mandating all Presidents and Vice Presidents for Academic Affairs of Universities in the country to have doctorate degrees. The statement, which went viral on Facebook, states that honorary degree holders are disallowed from serving as a President or Vice President for Academic Affairs at any higher education institutions (universities) in Liberia. As a result of this statement, the lead campaigner of the Campaigners for Academy Crimes Court (CACC) in Liberia, Martin Kollie, posted on Facebook that the Presidents of the African Methodist Episcopal University (AMEU) and the African Methodist Episcopal Zion University (AMEZU) Alvin Attah and Benjamin Lartey respectively had resigned their posts. This post made by Martin Kollie had over 240 comments, 54 shares and over 335 emojis. DUBAWA also contacted Martin Kollie to discover the source of his information, but he said he could not disclose his source because “they are insiders at the two universities.” Martin suggested to DUBAWA that “the presidents resigned but only chose to be hypocritical to save face when Minister Ansu Sonii ‘suspended’ the NCHE policy four days after.” Also, a local daily, The Analyst newspaper, reported in its Friday, February 17, 2023, edition that the Presidents of the two universities have resigned. DUBAWA visited the official websites of AME University and AME Zion University to ascertain whether official statements had been issued by the universities regarding the matter but could find nothing to that effect.      Instead, the two universities stated on Tuesday, February 21, 2023, denying the report by the Analyst newspaper and the lead campaigner of the Campaigners for Academy Crimes Court (CACC) in Liberia, Martin Kollie. “The Board of Trustees of the AME University, the policy-making body of the university, would have had to meet any acceptance of the alleged and speculative resignation letter of the President of the University, as well to decide on any further course of action needed to be taken for the protection and continued smooth operations of the university,” a statement signed by the AME University Board of Trustees reads. The statement furthered, “the publication was made in the absence of any evidence of a meeting having been held by the Board of Trustee of the AMEU to discuss any of the issues stated in the analyst’s speculative and false news story.”  A statement signed by the AME Zion University Vice President administration also reads, “the Board of Trustees and administration of the African Methodist Episcopal Zion University (AMEZU) all partners, students, employees and the general public, that information being circulated about the resignation of Dr Benjamin Lartey, President of the University is false and diabolical and intended to undermine the University.”  DUBAWA also engaged authorities of the National Commission on Higher Education (NCHE) as to what prompted their recent decision and why it was necessary. According to the NCHE Head, Professor Edward Lama Wonkeryor, the decision resulted from a promise made months ago to eliminate the rising number of tertiary institution presidents without terminal degrees. He clarified that it was a way to stop the country’s higher education system from deteriorating. “To achieve the much-needed reform of our higher education system as advocated by President George Manneh Weah, the NCHE is implementing all policies and standards established for the governance of the sector, especially those policies that seek to place our higher education system into equivalence with our regional and international contemporaries,” the Professor said.   However, DUBAWA discovered that the Ministry of Education is not in favour of said policy issued by the NCHE. Consequently, the Ministry, through its Minister, told the state-owned media entity, The Liberia Broadcasting System or ELBC, that the policy has been suspended and will remain so until the Board of Commissioners of the NCHE meets. “The policy will remain suspended until the NCHE Director General, Dr Edward Wonkeryor, and the Board of Commissioners meet for appropriate consultation and justification. While the Board of Commissioners is committed to reforming the higher education sector, and policy implementation must be done appropriately,” Minister Ansu Sonii said. The National Commission on Higher Education (NCHE) was founded in 1989 by an Act of the National Legislature to formulate broad policy guidelines for establishing Institutions of Higher Education in Liberia. It serves as the regulatory body for all institutions offering degrees and as the principal liaison between institutions of learning offering degrees in the country. Based on extensive research made by DUBAWA concerning claims made by both the Analyst newspaper and the lead campaigner of the Campaigners for Academy Crimes Court (CACC) lead campaigner, the two university presidents are still effective in their respective posts.   ",FALSE,07/03/2023,https://dubawa.org/false-ame-university-ame-zion-university-presidents-still-at-post/
"Claim: A Twitter user tweeted that over 4,000 couples applied for divorce in January 2023.","In recent times, Nigerians have raised concerns around the rising divorce cases, especially among young couples, with more individuals looking southward when discussing marriage as an institution.  Premium Times also reports that couples file for divorce due to issues around lack of compatibility, abandonment, infidelity, and so much more. These factors make it imperative to ensure that information that is digested by the general public, especially on social media, is accurate and will not be the last straw that breaks the camel’s back. Consequently, a Twitter user, Shaba Baba Muhammad (@spychief), in a viral tweet viewed by over 51,000 Twitter users and shared multiple times on other social media platforms, alleged over 4,000 divorce cases have been filed in Nigeria’s capital city, Abuja, in January alone. He states that these couples are mostly less than one year in the marital institution. However, some people questioned the source of the claim.  The importance of verifying this claim is due to the engagement that has followed since it was first shared and to enlighten the general public on the accurate number of divorce cases filed in the month under review, as this will help end this falsehood being peddled annually. Although there’s a spate of rising divorce cases, as young people become weary of the marital institution, figures made available to DUBAWA’s researcher show the figure is not as high as 4,000. DUBAWA visited the high court of the Federal Capital Territory, Maitama, Abuja and found out that only 32 divorce cases have been filed as of January 24, 2023. ",FALSE,06/03/2023,https://dubawa.org/false-divorce-cases-filed-in-fct-in-january-2023-not-4000-as-claimed-in-viral-tweet/
Claim: Africa Facts Zone claims the Labour Party (LP) won 42 National Assembly seats and seven Senate seats.,"The announcement of results from the Nigerian general elections has set off controversial debates among citizens who question the fairness of the voting process. Following this, Africa Facts Zone announced on Twitter that the Labour Party (LP) had won 42 seats at the National Assembly and seven at the Senate after the Labor Party presidential candidate Peter Obi joined the political group. The claimant further alleged that the LP won seven and 35 at the Senate and House of Representatives, respectively. The claim has attracted over 13 thousand likes, 4,481 retweets and 251 comments featuring misinformation. For instance, @IbomPrincess, a user who believed this information to be accurate, affirmed “the feat” without questioning. “They said LP had no structure. Well, here it is. He who laughs last laughs best,” she reacted. Similarly, another user, @ADEBOWALE_03, also commented, believing the tweet to be accurate. He said: “Peter Obi’s grace is exceptional. In fact, someone can use his name to seek blessing and grace from Al-Mighty God, and such prayers would be answered. Grace dey flow on that man’s head.” To curb the spread of misinformation and highlight the accurate result, DUBAWA decided to investigate. Firstly, we conducted a Google keyword search, producing many reports published by credible news platforms. In a Premium Times publication, referencing the breakdown released by the Independent National Electoral Commission (INEC), the Labour Party won 34 and six at the House of Representatives and Senate, respectively. This makes a total of 40 seats, as against the viral post, which had “42”. Likewise, this same information has been published by TheCable, ChannelsTV and ThisDay. The Labour Party has only won 40 National Assembly seats, not 42 as purported by Africa Facts Zone. ",FALSE-,06/03/2023,https://dubawa.org/labour-party-won-40-not-42-seats-at-national-assembly/
