Claim,Label,Evidence,Date,URL
The redesign of banknotes and resulting shortage of currency has caused a lot of anger in Nigeria. But the central bank says a social media claim that it doesn’t have enough printing paper is false.,False,"Nigerians have been struggling with a shortage of redesigned new banknotes. The crisis even caused president Muhammadu Buhari to allow, on 16 February 2023, some of the old N200 notes to be released back into circulation.  The shortage has led to riots in parts of the country. And three state governors have taken the federal government to court in an attempt to stop the new banknotes policy. Against this backdrop, a claim that the shortage was due to the Central Bank of Nigeria not having “enough paper” to print the new currency is circulating on Facebook. “Not enough paper to print new naira banknotes - CBN,” one post reads. It attributes the claim to central bank governor Godwin Emefiele. Emefiele announced the introduction of the redesigned new naira notes in October 2022. The exercise is meant to replace the dirty cash in circulation, fight inflation, reduce counterfeiting and promote a cashless society, the BBC reports. The claim can also be seen here and here on Facebook. But did the central bank governor really blame the shortage of new banknotes on a lack of printing paper? We checked.  CBN denies false claim The central bank has dismissed the claim, in a statement released on 10 February.  “We wish to state categorically that at no time did the CBN Governor disclose this during his presentation to the National Council of State at its meeting on Friday, February 10, 2023.” According to the statement, Emefiele only said that the Nigerian Mint, a government agency that produces currency and other security documents, had enough materials to meet demand.  The bank also describes as misleading a voice message doing the rounds on social media that it would close some banks.",17/02/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-nigerias-central-bank-governor-didnt-say-shortage
"Religion plays a prominent role in Nigerian politics, but this claim doing the rounds is false.",False,"A post circulating on Facebook claims the presidential candidate for Nigeria’s governing All Progressives Congress, Bola Tinubu, is about to marry a Muslim wife. She would become the country’s first lady should Tinubu be elected in the 25 February 2023 elections.  The post reads: “Senator Remi Tinubu has been shoved aside because she's a Christian. Bola Ahmed Tinubu is now set *to marry a new Muslim wife* on Saturday 18th February 2023, @ Katsina.” Katsina state is in northern Nigeria. Attached to the post is a video claimed to be the digital invitation to Tinubu's wedding to his new bride. The nuptials will supposedly be at the Katsina Central mosque on Saturday 18 February. This wedding date would be one week before Nigerians choose a new president.  Bola Tinubu is Muslim and is married to Oluremi Tinubu, who is Christian. Oluremi Tinubu is a third-term senator representing Lagos central district. She was also first lady of Lagos state from 1999 to 2007, when her husband was state governor. The leadership of Nigeria has largely rotated between the north, which is majority Muslim, and the south, dominated by Christians. A presidential ticket also tends to be split between the two religions, with the main candidate being from one and their running mate from the other. For this reason Tinubu’s candidacy has been controversial. He is Muslim and from the south while his running mate Kashim Shettima is also Muslim, although from the north. Some leaders had argued that for religious balance, Tinubu should have chosen a Christian running mate from the north. Outgoing president Muhammadu Buhari, also of the APC, is Muslim while his deputy is Christian.  The claim circulating on Facebook further alleges that Tinubu is marrying a Muslim because his wife Oluremi is considered to be an “infidel”. An infidel is a person who does not believe in a religion that someone regards as the “true” religion. The same claim appeared on Facebook here, here and here. So is presidential candidate Tinubu about to “shove aside” his current wife and marry a Muslim woman?   ‘Infantile propaganda from the opposition’ Festus Keyamo is the spokesperson of the APC’s presidential campaign council. He told a national newspaper that the claim was juvenile “propaganda” from rivals hoping to discourage Oluremi Tinubu’s supporters. “It is obviously one of those infantile propaganda from the opposition. They are just desperately targeting the Christian votes that his wife, Senator Oluremi Tinubu, is bringing to the ticket and they know she is a pastor.” Keyamo said he “won’t be surprised” if the allegation came from the Peoples Democratic Party (PDP), the main opposition party in the country. The PDP’s presidential candidate is Atiku Abubakar, a former vice president and one of the four frontrunners in the presidential election. As the election draws closer there has been an increase in similar disinformation, including a claim that another presidential candidate had changed his running mate. Like that, this supposed news about Bola Tinubu should be ignored.",14/02/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/nigerian-presidential-candidate-bola-tinubu-about-shove
"With Nigeria’s 25 February 2023 general elections only weeks away, there’s plenty of misinformation circulating on social media about what to expect. Posts claiming voters won’t need a voters card to participate fall into this category and should be ignored.",False,"A post shared on Facebook in Nigeria claims you don’t need a permanent voters card (PVC) to vote in the country’s upcoming general election.  The PVC enables registered voters to cast their votes. Biometric data is stored on the card, which can only be read by an electronic card reader. Nigeria’s independent national electoral commission (Inec) is responsible for registration of voters, the issuing of permanent voters card and conducting elections in Nigeria. The Facebook post reads: “Good News!!! Anyone who didn't see their PVC should confirm their names on* http://cvr.inecnigeria.org/vvs. Once your name is there, copy the last 5 digits of your VIN and keep it handy. With that, you are eligible to vote. That is what the BVAS has done for us.” The bimodal voter accreditation system (BVAS) is an electronic device that reads PVC cards to authenticate eligible voters at polling units. The same claim was posted here, here, here and here on Facebook. But is it true Nigerians don’t need a PVC to vote? We checked.  Misleading claim When Africa Check visited the link in the post, we found an Inec website designed for eligible voters to check their voter verification status. Furthermore, Rotinmi Oyekanmi, Inec’s chief press secretary, told Africa Check that “no voter without a PVC will be allowed to vote during the 2023 General Election”.  “There are no other options. It is a fundamental requirement that every voter who intends to vote must present his/her PVC issued by Inec to poll officials at the polling unit, which will first be scanned and authenticated.  “After that, the voter goes through the accreditation protocol before being issued with a ballot paper. The public should disregard any other information to the contrary,” Oyekanmi said",13/02/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/nigerias-electoral-commission-debunks-misleading-post-about
"With presidential elections in Nigeria only weeks away, a fallout in the governing party would be controversial. But a post doing the rounds online claiming this is false.",Misleading,"In early February 2023, Nigerians were battling fuel scarcity and a shortage of  the newly redesigned currency. But did the governing party’s presidential candidate, Bola Tinubu, blame his own party for sabotaging his campaign by creating these problems? He did, according to a claim circulating on Facebook in Nigeria. One post reads: “Tinubu is accusing Buhari of working against his campaign by creating Artificial fuel scarcity and new naira notes crisis.” The post includes a video of Tinubu at a campaign rally saying, in the Yoruba language spoken in much of the country’s south, that the fuel shortage and currency crisis won’t stop him winning the 25 February presidential election. Nigeria is Africa’s largest oil exporter but, because of a lack of refining capacity, imports nearly all its fuel. Nigerians are no strangers to fuel shortages.  The country also introduced new naira notes in October 2022, causing controversy.  Tinubu is running on the All Progressives Congress (APC) ticket and hopes to succeed two-term president Muhammadu Buhari, also of the APC.  We found other instances of the claim on Facebook here and here.  But did Tinubu accuse the Nigerian government under the APC of sabotaging his campaign?  APC spokesperson says Tinubu was misinterpreted by opposition Bayo Onanuga, a spokesperson for the APC campaign, has been reported as accusing the Peoples Democratic Party (PDP), the main opposition party, of misinterpreting a speech by Tinubu. Onanuga said Tinubu had only been warning the APC government of potential sabotage to its efforts to provide relief on the fuel and currency fronts.  “PDP and Atiku should remember not to get high on their own smoke. No political blackmail and an attempt to create a conflict between Tinubu and his long-term ally, president Muhammadu Buhari, can succeed,” Onanuga reportedly said. The PDP’s presidential candidate is Atiku Abubakar, a former vice president. Onanuga said Tinubu is a leader in the party and won’t look away while his party and government gets “dirtied with [a] black brush at a critical time like this, whether he is a candidate or not”.",10/02/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/nigerian-governing-party-apcs-bola-tinubu-denies-blaming-his
"Social media users in Nigeria have posted a photo of an empty stadium, claiming it shows a disappointingly small crowd gathered for a Labour Party rally in the northern state of Kiduna, ahead of February 2023 elections. But there’s no evidence for when the photo was taken.",False,"A tweet suggests a January 2023 rally held by Nigeria’s Labour Party in the northwestern state of Kaduna was a flop.  The party’s presidential candidate, Peter Obi, and his running mate, Datti Baba-Ahmed, held a rally in a stadium in the state capital Kaduna on 18 January.  This was part of campaigning ahead of the country’s presidential elections scheduled for 25 February. The photo posted with the tweet shows an empty stadium. “Labour Party rally in Kaduna,” the tweet reads. The same photo and claim have also been posted on Facebook here, here, here and here. Several political parties and politicians have already visited the battleground state while campaigning. But does the photo really show a poorly attended Labour Party rally? We checked.  No evidence photo shows stadium during Labour Party rally Baba-Ahmed is from Kaduna. In Nigeria, where religion and ethnicity are key factors in electoral politics, the Labour Party has sought to bolster Obi’s profile in the northern states, which are majority Muslim. Obi is a Christian from the southeast. The tweet doesn’t give a source for the photo, and the account has not replied to Twitter users who suggested the photo was taken immediately after the stage was set up, ahead of the party’s arrival, and not during the rally. A reverse image search for the photo did not return any results. But there’s evidence that Obi and Baba-Ahmed had support when they arrived at the Ahmadu Bello Stadium. There has been extensive media coverage of the rally. A video of the event shows a sizable crowd.   Africa Check has checked several false claims about crowd sizes in election campaign rallies before, as published here, here, here, here and here. These kinds of claims are often used in disinformation, where the implication is that the candidate with the biggest crowd has the best chance of winning the election. For more tips on how to avoid falling for false information, read our guide on how to determine if a piece of information is correct or not.",31/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/photo-empty-stadium-nigeria-labour-party-kaduna-rally-no
"Nwankwo Kanu and other former international footballers from Nigeria did help celebrate Bola Tinubu’s 70th birthday last year. But the one-time Arsenal star hasn’t endorsed any presidential candidate. Instead, he’s urged citizens to get their voter cards.",False,"With Nigeria’s 2023 elections just weeks away, a message going viral on Facebook claims Nwankwo Kanu, a former captain of the country’s national football team, has endorsed Bola Tinubu, the presidential candidate of the ruling All Progressives Congress (APC). Several versions of the claim include a short video of Kanu talking about Tinubu donating N5 million to support the launch of Kanu Heart Foundation in 2000, when the politician was governor of Lagos state. The foundation helps fund surgery for children with heart disease whose indigent households can’t afford the treatment.  Tinubu was governor of Lagos from 1999 to 2007 and has remained an influential politician in Nigeria.   Versions of the claim can be found here, here, here, here, here and here. Peter Obi, a leading contestant in the presidential election, is the candidate of the Labour Party. Obi and Kanu are from the Igbo ethnic group in Nigeria’s southeast geopolitical zone.  Kanu, a former Arsenal football club star, did not mention Obi or Igbo leaders in the video. Their mention in the message seems to drive the narrative that Tinubu came to the rescue after Kanu’s kinsmen, including Obi, refused to help.  The frontrunners of the 18 candidates in the race for Nigeria’s presidency are generally understood to be Atiku Abubakar of the Peoples Democratic Party, Rabiu Kwankwaso of the New Nigeria Peoples Party, as well as Tinubu and Obi.  But has Kanu endorsed Tinubu as his candidate of choice?     Kanu clarifies his visit to Tinubu The video was shot when Kanu and about a dozen other former international football players from Nigeria visited Tinubu in Lagos in March 2022. This was a few days before the politician’s 70th birthday.  They were criticised for the visit, especially on social media.  On 20 March 2022, a day after the visit, Kanu posted a video to clarify his involvement.  In the video, he reiterated that Tinubu’s donation of N5 million had helped start his foundation. He said he and other footballers simply wanted to congratulate Tinubu on his 70th and discuss a novelty match they had planned to mark the birthday.  In the video, Kanu advises Nigerians to collect their voter cards and vote for “the right candidate” in the 2023 elections. He does not endorse Tinubu.  At the time of the visit, Tinubu was not yet a presidential candidate, and there was no guarantee he was going to be on the ballot. Tinubu only became APC’s candidate in June 2022, after he beat about a dozen others to the party’s presidential ticket. The footballer debunks the recent claim A few days after the recent claim that he endorsed Tinubu began to spread, Kanu made another video on 27 January 2023 to debunk it.  In the video, Kanu says: “I am not a politician, I am a footballer” and asks people “spreading fake news” in his name to stop. He says he has not told anybody who to vote for in the election.  “Hello, my country people, do what is right and vote. Kindly stop spreading fake news in my name that I ask you to vote for. I am not the one to choose who you will vote for, so stop this rubbish with my name and go and get your PVC and vote. I am not a politician,” the text that accompanies the video on Twitter reads. The claim that the former footballer has endorsed Tinubu is false.",31/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-former-international-footballer-nwankwo-kanu-hasnt
"The photoshopped image seems an attempt to turn northern Muslim voters against Labour Party candidate Peter Obi. Not only is he  drinking beer – forbidden in Islam – but it’s Hero beer, which has a label that associates it with the southeastern Biafra separatist movement.",Fake,"An image circulating on social media appears to show Peter Obi, the Labour Party candidate in Nigeria’s upcoming presidential election, eating in a restaurant with two bottles of Hero beer on the table.  Obi is an Igbo from Nigeria’s southeast geopolitical zone and a leading candidate in the election, which is set for 25 February 2023. The image appeared online in late January. The Hero beer label has a symbol of a yellow rising sun and includes the colours red, green and black – making it similar to the flag of Biafra. The Republic of Biafra was created in 1967 when Nigeria’s largely Igbo southeastern region seceded from the rest of the country. A brutal 30-month civil war followed, which ended in 1970 with Biafra’s defeat. But a separatist movement continues to work for Biafra’s independence. A Facebook post with the image has the pidgin caption “Dey Play and flex with hero beer,” which means “Play and enjoy with Hero beer.” The post has been shared 199 times and has more than 10,000 comments.  The image has also been posted on Twitter by Adamu Garba, an influencer and vocal supporter of the Labour Party’s rival All Progressives Congress. Garba’s tweet reads: “Too much pleasure dey worry this wuna presidential aspirant. Double hero beer with Biafra trademark and isiewu full time.”  The word “wuna” is pidgin for “your”, and “isiewu” is Igbo for goat head, a reference to the goat-head pepper soup popular in Nigeria’s southeast zone. (But the three plates in the image actually hold amala, a yam flour meal popular in southwestern Nigeria, and not pepper soup.) Garba has more than 94,000 Twitter followers and the tweet has been viewed over 737,000 times.   Why is the image significant? The image seems to show that Obi, a Christian, drinks beer. Alcohol is forbidden under Islam, so it would cast him in a bad light for the many Muslim voters in northern Nigeria. In many parts of the north, the public sale and consumption of alcohol is prohibited by Sharia law.   And the Hero beer in the image associates Obi with the Biafran separatist movement, which is led by Ipob, the Indigenous People of Biafra. The Nigerian government has proscribed Ipob as a terrorist group.  Obi has refuted claims that he is linked to and supported by Ipob. Some northern leaders such as Rabiu Kwankwaso, the New Nigeria People’s Party presidential candidate, have said many northerners will not vote for Obi because of his association with Biafran separatism.  But does the image really show Obi enjoying a meal with two bottles of Hero beer? Image poorly doctored  There are obvious signs that the image is not original. Obi’s head and neck seem out of proportion to the rest of his body and don’t fit his posture. They’ve clearly been photoshopped onto the body of someone else. A Google reverse image search yielded multiple results from Twitter: a photo of a man eating amala on a date. To create the Obi image, the man’s head has been replaced with Obi’s, the colour of his T-shirt changed from orange to yellow, and the two bottles of an energy drink on the table replaced with bottles of Hero beer. The photo is fake. False and misleading information about election candidates have been circulating online for months now, and can only harm Nigerian voters’ ability to make informed choices.",30/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-photo-nigerian-presidential-candidate-obi-drinking-hero
"There’s no evidence that a young Nigerian woman, whose studies were funded by presidential candidate Peter Obi, was the first black woman to perform a human heart transplant in under 30 minutes. A viral tweet is pure fabrication.",False,"If you believe a popular claim circulating on social media in January 2023, a 20-year-old Nigerian woman has become “the first black girl” to perform a human heart transplant “within 30 minutes”.  This remarkable claim first appeared in a now-deleted 7 January tweet, which in just a week received almost 19,000 likes and some 1.2 million views. Other versions of the claim surfaced in the following days here, here, here, here, here and here.  These posts claim that what led to the medical milestone was Nigerian presidential candidate Peter Obi sending the surgeon-to-be, “Chimaka”, to England on a scholarship.  The posts also include four photos: one of Obi, one of a woman in medical scrubs, one of a group of surgeons around an operating table, and one of what looks like a human heart connected to tubes.  Some users who came across the claim were unconvinced. In reply to the claim on social media, one user wrote: “Please be calming down with them lies.” Another simply asked: “Source??” But did a Nigerian named Chimaka become the first black woman to perform a heart transplant, in under 30 minutes, thanks to Peter Obi? And do the photos reflect this? We checked.   Photos don’t show what they claim to  An internet search revealed that the photo of surgeons standing around an operating table is from a 2022 world-first surgery. But it involved transplanting a pig heart into a human, performed by a team in the US state of Maryland. Similarly, as AFP has reported, the photo of the heart was taken years ago, and appears on various websites, including here and here, as well as on the Wikipedia page for heart transplantation, where it is listed as created in 2019.  A Twitter user quickly clarified the story behind the photo of the person wearing medical scrubs. Identifying herself as Wuraola, the user posted a link back to a 2020 tweet where she had posted pictures from the same photoshoot, and said they had all been taken “years ago in medical school”. The full photoshoot is available on a stock image website.  Waruola confirmed to AFP that the photos had been taken in 2019 in Ukraine. She is Nigerian but living in the United States. On Twitter, she clarified that she had “recently” completed an undergraduate degree at a Ukrainian university, funded by her parents. No scholarship, no ‘Chimaka’, no 30-minute heart transplant Obi, who appears in the first photo in the post, is a politician and candidate in Nigeria's upcoming 2023 presidential election.  As an AFP fact-check noted, Obi has in the past awarded scholarships to university students. But neither Africa Check nor other fact-checkers could find evidence of a scholarship given by Obi to someone called Chimaka who went on to become a surgeon.  According to the UK’s National Health Service and Mayo Clinic, a US-based medical centre, heart transplants are complex surgical procedures that take hours for teams of surgeons to perform, not just 30 minutes. Someone who recently obtained an undergraduate degree would not perform heart surgery.  According to records from Encyclopaedia.com, Dr Velma Scantlebury was the first black woman surgeon in the US to perform a transplant. But Africa Check could not find reliable sources for who was the first black woman surgeon to perform a heart transplant worldwide.",20/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-evidence-young-nigerian-became-first-black-woman-perform
"As Nigeria’s elections near, politicians continue to be falsely quoted. One jarring statement attributed to governor Samuel Ortom is false.",False,"“I didn’t pay salaries because it is not good to be drunk on Christmas day,” reads a quote attributed to Samuel Ortom, the governor of Nigeria’s Benue state. It’s been circulating on Facebook since late December 2022. (See here, here, here, here, here, here and here.) Weeks later, the quote is still getting attention. Benue is in Nigeria’s north-central zone, but lies roughly in the country’s southeast, just touching the border of Cameroon. The state has an estimated 4.3 million people.  Ortom is set to leave office after the general elections that kick off in February. For months, Benue’s state-employed workers have complained about unpaid salaries. But did Ortom really say December salaries weren’t paid because the state wanted to stop its workers from drinking on Christmas Day?  No evidence of quote to be found There’s no detail in the quote about when and where the governor supposedly said it. There are no local reports of Ortom giving this reason for not paying workers. And the quote can’t be found on the Benue government’s official Twitter and Facebook pages. The quote could be seen as some kind of bad joke. But for unpaid workers, it’s not that funny. And comments on the fake quote indicate that plenty of Facebook users believe Ortom really said it.",19/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-evidence-nigerias-benue-state-governor-said-he-withheld
Who five breakaway governors from Nigeria’s main opposition party support in the February 2023 presidential election will be closely watched. A claim on social media that they have given their conditions isn’t backed by evidence.,False,"A message circulating on Facebook lists 10 demands a group of five opposition governors have supposedly made if they are to support the ruling party’s candidate for the presidency of Nigeria.  Bola Tinubu is running to replace current president Muhammadu Buhari under the governing All Progressives Congress (APC) ticket. Nigeria’s elections are set to kick off on 25 February 2023. “BREAKING NEWS: G5 GOVS GAVE TINUBU 10 CONDITIONS TO JOIN HIM,” the message begins. The G5 are five opposition Peoples Democratic Party (PDP) state governors who banded together after a fallout in the party. The APC took power from the PDP in 2015. The group is led by Nyesom Wike, the Rivers state governor. The message is supposedly “signed” by him. The other four are Oyo state governor Seyi Makinde, Samuel Ortom of Benue state, Okezie Ikpeazu of Abia and Ifeanyi Ugwuanyi of Enugu.   Some of the 10 demands appear to be trivial – not what would be expected of prominent leaders. One is that Tinubu names his classmates and teachers in primary school.  This suggests the message is some kind of joke. But users’ responses suggest they believe the G5 really have made these demands. This could be because the demands are based on contentious talking points about Tinubu, including his age and health, where he attended school and his encounters with the law in the US. The message can also be seen here, here and here on Facebook. But did the G5 really make these 10 demands in return for their support of Tinubu’s presidential ambition? We checked.  No evidence, no news, no announcement The message doesn’t provide the source of the 10 conditions, or say when they were published. This lack of detail is often a red flag. If the five prominent governors had suggested they would support any of the four frontrunning candidates in the presidential race, it would have made national news in Nigeria. But there have been no media reports about it. A search of Wike’s official Twitter account and other social media pages returned no evidence that the G5 has issued the list of conditions.  Wike is expected to announce his preferred candidate some time in January. But no announcement had been made at the time of writing. The G5 are yet to openly declare their support for any candidate, or publicly share conditions for their support.",13/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/nigerias-g5-opposition-governors-list-demands-support
"Outgoing president Muhammadu Buhari recently said Nigeria would see “overwhelming transformation” if his APC party’s candidate was elected as his successor. That’s at odds with a false quote attributed to the APC chairperson, doing the rounds on social media.",False,"“Peter Obi want to transform Nigeria to a ‘New Nigeria’, we don't need any transformation,” reads what appears to be a quote circulating on Facebook. The quote is attributed to “APC chairman”. That would be the national chair of the governing All Progressives Congress (APC), Abdullahi Adamu. Peter Obi, the Labour Party’s presidential candidate, is a strong contender in the February 2023 elections. In his new year message, Obi said that he and Datti Baba-Ahmed, his running mate, were determined to serve Nigerians and “create a New Nigeria, a renewed nation bound in freedom, prosperity, peace and unity”. But did Adamu really make this statement?  No reports of statement The Facebook posts don’t give any details about when and on what occasion Adamu made the statement. This vagueness is a common trait of false claims.  There have also been no news reports of him saying Nigeria needs no transformation. We found no evidence of the statement on the APC’s verified Twitter account, its Facebook account or its website. Indeed, outgoing president Muhammadu Buhari, who was first elected in 2015 on an APC ticket, was recently quoted saying that if elected, the party’s candidate Bola Tinubu would “overwhelmingly” transform the country.",12/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/chair-nigerias-governing-apc-party-said-country-needs-no
"Nigeria’s influential former president Olusegun Obasanjo has backed Peter Obi as his preferred presidential candidate in the upcoming elections. Now a false quote suggests the governing APC party wants to restrict media access in its northern stronghold, to limit any rise in Obi’s popularity.",False,"“Now that Obi endorsement is everywhere, we must deny people in the core north access to internet and radio,” reads what appears to be a quote doing the rounds on Facebook.  The quote is attributed to Festus Keyamo, spokesperson for Nigeria’s governing All Progressives Congress (APC) presidential campaign council. Peter Obi is the Labour Party’s presidential candidate in the country’s 2023 elections, which kick off on 25 February. It’s reported that Nigeria’s influential former president Olusegun Obasanjo endorsed Obi as his preferred candidate on 1 January. Other politicians then reportedly backed Obasanjo’s decision. The endorsement, from such a prominent figure, has attracted a lot of reaction from other presidential candidates and their supporters. The implication of the quote is that a news blackout in the north, seen as an APC stronghold, would limit any bump in popularity for Obi there due to the endorsement. It has also appeared on Facebook here, and here, But did Keyamo really say internet and radio access must be restricted in the north after Obasanjo’s endorsement of Obi?  No evidence for quote The Facebook posts don’t say where or when Keyamo supposedly made the statement. This is typical of false statements posted on social media.  A search of Keyamo’s verified Twitter account for the quote returned no result.  And it has not been reported by any credible local media. Such a controversial statement about denying voters their political rights would have made headlines.  Africa Check has recently checked several false statements attributed to key political figures, as seen here, here, here, here and here. As the Nigerian elections approach, avoid falling for false information. Read our guide on how to determine if information is correct. And our analysis goes into the different disinformation trends seen in Nigeria’s campaign season.",11/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-evidence-nigerias-governing-apc-party-plans-deny
"There is zero evidence that Abdullahi Adamu, chair of the All Progressives Congress, said Nigeria’s elections body didn’t “have the power” to stop people under 18 from voting, or suggest that they were “citizens with the right to vote”.",False,"A top politician has said Nigeria’s electoral commission “doesn’t have the power” to stop people under 18 from voting in the country’s upcoming elections.  That’s according to a quote circulating on Facebook since early January 2023. “INEC doesn’t have the power to stop underage voters, they will all cast their vote as citizens with the right to vote,” it reads. The quote is attributed to “APC chairman”. That would be Abdullahi Adamu, the national chair of the All Progressives Congress. Nigerians are set to vote for a new president, as well as for state governors and state and national assemblies, in February and March. According to Inec, the Independent National Electoral Commission, citizens who are under the legal voting age of 18 will not be allowed to register to vote or cast ballots. But did Adamu really say this? We checked.  No news reports of provocative statement The quote doesn’t give any indication of when or where Adamu made the comment. And there have been no mainstream media reports of him saying anything related to “underage voters”. If Adamu had made this provocative statement it  would have been reported by credible news organisations.  The quote is false.  According to Inec’s regulations and guidelines for the conduct of elections, there are penalties for any underage or non-Nigerian person, or someone who has taken another’s identity, presenting themselves to vote. Not only will they not be allowed to vote, but they could be arrested and prosecuted.",11/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-nigerias-governing-apc-party-chair-adamu-didnt-say
A tweet doing the rounds on Facebook has Nigeria’s one-time military leader Ibrahim Babangida saying he respects former president Olusegun Obasanjo for endorsing Labour Party presidential candidate Peter Obi. But the tweet is from a parody Twitter account.,False,"“Gen. Olusegun Obasanjo will forever be a true elder statesman and a boss in the military,” reads a tweet posted on 3 January 2023. “No serving General in the Nigerian Army today joined the military earlier than 1982. By then, Obasanjo had already finished his military career. I respect him a lot, with his endorsement.” The tweet is from a Twitter account with the name “Ibrahim B. Babangida” and the handle @General_Ibbro. Ibrahim Babangida is a former military leader who was Nigeria’s head of state from 1985 to 1993. Olusegun Obasanjo was the country’s president from 1999 to 2007 and remains influential in its politics. On 1 January he endorsed Peter Obi of the Labour Party as his preferred choice for president in the country’s upcoming elections, set for 25 February. A screenshot of the tweet has also been posted on Facebook here, here, here, and here. But did Babaginda really tweet that he respected Obasanjo for endorsing Obi? We checked.  ‘Those behind the Twitter statement are liars’ The description on the @General_Ibbro page describes it as a parody account. But this hasn’t stopped people from responding and sharing the tweet. Babaginda has come out several times to say that he doesn't have a presence on social media. In 2018,  Babangida singled out Twitter accounts making statements in his name for criticism. And Kassim Afegbua, the former military leader’s spokesperson, has refuted the claim that Babangida has endorsed Obi. “It is not true, please. Ignore the report of the endorsement. IBB doesn’t have a Twitter handle,” he told the Nigerian Tribune. “If he is going to speak, it will be through a signed statement, not Twitter. Those behind the Twitter statement are liars.""",11/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-nigerias-former-military-leader-babaginda-didnt-tweet
"Despite messages still circulating on social media in Nigeria, the country’s electoral commission is no longer recruiting ad-hoc staff for the 2023 general elections.",False,"“Confirmed: Inec to recruit 1.4 million ad-hoc staff,” reads a message posted on Facebook on 27 December 2022. Nigeria’s Independent National Electoral Commission, or Inec, is apparently recruiting ahead of the country’s general elections to be held in February and March 2023.  Another Facebook post reads: “Apply for INEC ad-hoc Staff Recruitment for 2023 General Elections. The Independent National Electoral Commission (INEC) was established by the 1999 Constitution of the Federal Republic of Nigeria to among other things organize elections into various political offices in the country.” But is Inec recruiting staff? We checked.  Fake recruitment On 3 January 2023, Inec posted on Facebook that the job alert was fake. “The Public should note that the Commission is no longer recruiting Ad-Hoc staff for the 2023 General Election. The INEC Ad-Hoc Staff Recruitment Portal was officially shut down on 14th December 2022,” it said. In a statement signed by Rotimi Oyekanmi, Inec’s chief press secretary, he said that Inec’s recruitment portal for the 2023 elections was open from 14 September to 14 December and the commission was no longer recruiting.",10/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/nigerias-inec-ad-hoc-staff-job-alert-circulation-fake
"The Nigerian senate has asked the country’s central bank to extend how long old naira notes would be in circulation. But despite many claims on social media, the bank has not announced whether it’s granting the extension, and the deadline for the withdrawal of the old notes remains 31 January 2023.",False,"“Just in: Deadline For Old Naira Notes Extended till June,” reads a Facebook post posted on 29 December 2022. On 26 October, Godwin Emefiele, the Central Bank of Nigeria (CBN) governor, announced plans to redesign the country’s N200, N500 and N1,000 notes.  He said the redesign was geared towards tackling problems linked to inflation, currency counterfeiting, insecurity, and other issues.  Emefiele said Nigerians had till 31 January 2023 to exchange their old naira notes for the new notes. Following the redesign, the CBN introduced new cash withdrawal limits. They said the maximum cash withdrawal over the counter would be N100,000 a week for individuals and N500,000 a week for corporate organisations. The CBN later reviewed this limit, and said individuals could instead withdraw N500,000 cash weekly and corporates up to N5 million. In late December 2022 the senate asked the CBN to extend the deadline for withdrawing the old currency, from 31 January 2023 to 30 June.  The claim that the extension had been confirmed was also repeated in other Facebook posts. But is this official? We checked.  CBN yet to implement lawmakers’ directive The mainstream Nigerian media reported that the senate had asked CBN to extend the withdrawal deadline, but it hasn’t reported whether the CBN confirmed the extension.  In November 2022, the CBN tweeted that old naira notes remained legal tender until the deadline of 31 January 2023 but they haven’t released any statement about an extension. The claims on social media can’t be confirmed.",04/01/2023,https://africacheck.org//fact-checks/meta-programme-fact-checks/no-nigerias-central-bank-has-not-announced-extension
